Technique ID,Technique Name,Is Sub-Technique,Parent Technique ID,Parent Technique Name,Tactics,Platforms,Data Components,Data Component Count,Log Sources,Log Source Count,Threat Groups Using This Technique,Threat Group Count
T1222.001,File and Directory Permissions Modification: Windows File and Directory Permissions Modification,True,T1222,File and Directory Permissions Modification,Defense Evasion,Windows,"Active Directory Object Modification
Command Execution
File Creation
File Metadata
Process Creation
WMI Creation",6,"WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:Sysmon
WinEventLog:WMI",4,"Storm-1811, Wizard Spider",2
T1222.002,File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification,True,T1222,File and Directory Permissions Modification,Defense Evasion,"Linux, macOS","Command Execution
File Metadata
File Modification
Process Creation",4,"OpenBSM:AuditTrail
auditd:PROCTITLE
auditd:SYSCALL
fs:fsevents
linux:osquery
macos:unifiedlog",6,"APT32, Rocke, TeamTNT",3
T1480,Execution Guardrails,False,,,Defense Evasion,"ESXi, Linux, Windows, macOS","Command Execution
File Access
File Creation
Logon Session Creation
Module Load
Network Connection Creation
Process Creation
Process Modification
User Account Authentication
WMI Creation
Windows Registry Key Modification",11,"WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:Sysmon
WinEventLog:WMI
auditd:PROCTITLE
auditd:SYSCALL
esxi:hostd
esxi:shell
fs:fileevents
linux:syslog
macos:unifiedlog",11,"BlackByte, Contagious Interview, Gamaredon Group",3
T1480.001,Execution Guardrails: Environmental Keying,True,T1480,Execution Guardrails,Defense Evasion,"Linux, Windows, macOS","Command Execution
File Access
Logon Session Creation
Module Load
Network Connection Creation
Process Access
Process Creation
WMI Creation",8,"WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:Sysmon
WinEventLog:WMI
auditd:SYSCALL
fs:fsevents
linux:osquery
linux:syslog
macos:unifiedlog",9,"APT41, Equation",2
T1480.002,Execution Guardrails: Mutual Exclusion,True,T1480,Execution Guardrails,Defense Evasion,"Linux, Windows, macOS","File Access
File Creation
OS API Execution
Process Creation
Process Termination",5,"WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",3,APT38,1
T1482,Domain Trust Discovery,False,,,Discovery,Windows,"Active Directory Object Access
Command Execution
Module Load
Process Access
Process Creation",5,"WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:Sysmon",3,"Akira, BlackByte, Chimera, Earth Lusca, FIN8, Lotus Blossom, Magic Hound, Storm-0501, Storm-1811",9
T1484,Domain or Tenant Policy Modification,False,,,"Defense Evasion, Privilege Escalation","Identity Provider, Windows","Active Directory Object Modification
Application Log Content
File Modification
Process Creation
User Account Authentication",5,"WinEventLog:Security
WinEventLog:Sysmon
azure:signinlogs
m365:unified",4,,0
T1484.001,Domain or Tenant Policy Modification: Group Policy Modification,True,T1484,Domain or Tenant Policy Modification,"Defense Evasion, Privilege Escalation",Windows,"Active Directory Object Modification
File Creation
File Modification
Process Creation
User Account Modification",5,"WinEventLog:Security
WinEventLog:Sysmon",2,"APT41, Cinnamon Tempest, Indrik Spider, Storm-0501",4
T1484.002,Domain or Tenant Policy Modification: Trust Modification,True,T1484,Domain or Tenant Policy Modification,"Defense Evasion, Privilege Escalation","Identity Provider, Windows","Active Directory Object Modification
Application Log Content
Command Execution
Process Creation
User Account Modification",5,"WinEventLog:Security
WinEventLog:Sysmon
azure:signinlogs
m365:unified",4,"Scattered Spider, Storm-0501",2
T1485,Data Destruction,False,,,Impact,"Containers, ESXi, IaaS, Linux, Windows, macOS","Cloud Storage Deletion
Command Execution
File Creation
File Deletion
Process Creation
Process Termination
Volume Deletion",7,"AWS:CloudTrail
WinEventLog:Sysmon
auditd:SYSCALL
docker:events
esxi:vmkernel
macos:unifiedlog",6,"APT38, LAPSUS$, Lazarus Group, Sandworm Team, Storm-0501",5
T1485.001,Data Destruction: Lifecycle-Triggered Deletion,True,T1485,Data Destruction,Impact,IaaS,Cloud Storage Modification,1,AWS:CloudTrail,1,,0
T1486,Data Encrypted for Impact,False,,,Impact,"ESXi, IaaS, Linux, Windows, macOS","Cloud Storage Modification
Command Execution
File Creation
File Modification
Process Creation",5,"AWS:CloudTrail
WinEventLog:Sysmon
auditd:SYSCALL
esxi:shell
esxi:vmkernel
macos:unifiedlog",6,"APT38, APT41, Akira, BlackByte, FIN7, FIN8, INC Ransom, Indrik Spider, Magic Hound, Medusa Group, Moonstone Sleet, Sandworm Team, Scattered Spider, Storm-0501, Storm-1811, TA505, Water Galura",17
T1489,Service Stop,False,,,Impact,"ESXi, IaaS, Linux, Windows, macOS","File Deletion
Logon Session Metadata
Process Creation
Process Termination
Service Creation
Service Metadata",6,"WinEventLog:Security
WinEventLog:Sysmon
WinEventLog:System
auditd:SYSCALL
esxi:hostd
linux:syslog
macos:unifiedlog",7,"Indrik Spider, LAPSUS$, Lazarus Group, Medusa Group, Sandworm Team, Wizard Spider",6
T1490,Inhibit System Recovery,False,,,Impact,"Containers, ESXi, IaaS, Linux, Network Devices, Windows, macOS","Cloud Storage Deletion
Command Execution
File Deletion
Process Creation
Service Metadata
Snapshot Deletion
Windows Registry Key Modification",7,"AWS:CloudTrail
WinEventLog:Microsoft-Windows-Backup
WinEventLog:Sysmon
WinEventLog:System
auditd:CONFIG_CHANGE
auditd:SYSCALL
esxi:hostd
networkdevice:syslog",8,"BlackByte, Medusa Group, Sandworm Team, Scattered Spider, Storm-0501, Wizard Spider",6
T1491,Defacement,False,,,Impact,"ESXi, IaaS, Linux, Windows, macOS","Application Log Content
Cloud Storage Access
File Creation
File Modification
Network Traffic Content
Process Creation",6,"AWS:CloudTrail
CloudTrail:PutObject
WinEventLog:Application
WinEventLog:Security
WinEventLog:Sysmon
apache:access_log
auditd:SYSCALL
esxi:vmkernel
linux:syslog
macos:unifiedlog",10,,0
T1491.001,Defacement: Internal Defacement,True,T1491,Defacement,Impact,"ESXi, Linux, Windows, macOS","Command Execution
File Access
File Creation
File Modification
Process Creation
Script Execution
User Account Modification",7,"ESXiLogs:messages
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:hostd
linux:syslog
macos:unifiedlog",7,"BlackByte, Gamaredon Group, Lazarus Group",3
T1491.002,Defacement: External Defacement,True,T1491,Defacement,Impact,"IaaS, Linux, Windows, macOS","Cloud Storage Access
Cloud Storage Enumeration
File Creation
File Modification
Logon Session Metadata
Network Traffic Content
Process Creation",7,"AWS:CloudTrail
NSM:Connections
NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",7,"Ember Bear, Sandworm Team",2
T1495,Firmware Corruption,False,,,Impact,"Linux, Network Devices, Windows, macOS","Driver Load
Firmware Modification
Network Traffic Content
Process Creation",4,"NSM:Flow
WinEventLog:Microsoft-Windows-Kernel-Boot
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog
networkdevice:firmware",7,,0
T1496,Resource Hijacking,False,,,Impact,"Containers, IaaS, Linux, SaaS, Windows, macOS","Application Log Content
Cloud Service Modification
Host Status
Instance Start
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",8,"AWS:CloudTrail
AWS:CloudWatch
AWS:VPCFlowLogs
NSM:Flow
WinEventLog:Sysmon
Windows:perfmon
auditd:SYSCALL
container:cni
containerd:events
linux:procfs
m365:unified
macos:unifiedlog
prometheus:metrics
saas:application",14,,0
T1496.001,Resource Hijacking: Compute Hijacking,True,T1496,Resource Hijacking,Impact,"Containers, IaaS, Linux, Windows, macOS","Container Creation
Host Status
Instance Start
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation
Scheduled Job Creation",8,"AWS:CloudTrail
AWS:CloudWatch
NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
containerd:events
linux:cron
macos:unifiedlog",9,"APT41, Blue Mockingbird, Rocke, TeamTNT",4
T1496.002,Resource Hijacking: Bandwidth Hijacking,True,T1496,Resource Hijacking,Impact,"Containers, IaaS, Linux, Windows, macOS","Instance Start
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",5,"AWS:CloudTrail
AWS:VPCFlowLogs
NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
containers:osquery
docker:stats
macos:unifiedlog",8,,0
T1496.003,Resource Hijacking: SMS Pumping,True,T1496,Resource Hijacking,Impact,SaaS,"Application Log Content
User Account Authentication",2,"saas:application
saas:audit",2,,0
T1496.004,Resource Hijacking: Cloud Service Hijacking,True,T1496,Resource Hijacking,Impact,SaaS,"Application Log Content
Cloud Service Modification
User Account Metadata",3,AWS:CloudTrail,1,,0
T1497,Virtualization/Sandbox Evasion,False,,,"Defense Evasion, Discovery","Linux, Windows, macOS","Command Execution
Module Load
Process Creation",3,"WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",3,"Contagious Interview, Darkhotel, Saint Bear",3
T1497.001,Virtualization/Sandbox Evasion: System Checks,True,T1497,Virtualization/Sandbox Evasion,"Defense Evasion, Discovery","Linux, Windows, macOS","Module Load
Process Access
Process Creation",3,"WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",3,"Darkhotel, Evilnum, Gamaredon Group, OilRig, Volt Typhoon",5
T1497.002,Virtualization/Sandbox Evasion: User Activity Based Checks,True,T1497,Virtualization/Sandbox Evasion,"Defense Evasion, Discovery","Linux, Windows, macOS","Command Execution
File Access
Logon Session Metadata
OS API Execution
Process Access
Process Creation",6,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",4,"Darkhotel, FIN7",2
T1497.003,Virtualization/Sandbox Evasion: Time Based Checks,True,T1497,Virtualization/Sandbox Evasion,"Defense Evasion, Discovery","Linux, Windows, macOS","File Metadata
Module Load
OS API Execution
Process Creation",4,"WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",3,,0
T1498,Network Denial of Service,False,,,Impact,"Containers, IaaS, Linux, Windows, macOS","Network Connection Creation
Network Traffic Flow
Process Creation",3,"NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL",3,APT28,1
T1498.001,Network Denial of Service: Direct Network Flood,True,T1498,Network Denial of Service,Impact,"IaaS, Linux, Windows, macOS","Host Status
Network Connection Creation
Network Traffic Flow
Process Creation",4,"AWS:CloudWatch
AWS:VPCFlowLogs
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",6,,0
T1498.002,Network Denial of Service: Reflection Amplification,True,T1498,Network Denial of Service,Impact,"IaaS, Linux, Windows, macOS","Command Execution
Firewall Rule Modification
Host Status
Network Connection Creation
Network Traffic Flow
Process Creation",6,"AWS:CloudTrail
AWS:CloudWatch
AWS:VPCFlowLogs
NSM:Flow
WinEventLog:Sysmon
Windows:perfmon
auditd:SYSCALL
macos:unifiedlog
sar:network",9,,0
T1499,Endpoint Denial of Service,False,,,Impact,"Containers, IaaS, Linux, Windows, macOS","Application Log Content
Host Status
Instance Start
Network Traffic Flow
Process Creation",5,"AWS:CloudTrail
AWS:CloudWatch
VPCFlowLogs:All
WinEventLog:Application
WinEventLog:Sysmon
WinEventLog:System
auditd:SYSCALL
docker:events
journald:systemd
kubernetes:events
linux:syslog
macos:unifiedlog",12,Sandworm Team,1
T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,True,T1499,Endpoint Denial of Service,Impact,"Linux, Windows, macOS","Host Status
Network Traffic Content
Network Traffic Flow
Process Creation",4,"NSM:Firewall
NSM:Flow
WinEventLog:Microsoft-Windows-TCPIP
WinEventLog:Sysmon
auditd:SYSCALL
macos:osquery
macos:unifiedlog",7,,0
T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,True,T1499,Endpoint Denial of Service,Impact,"IaaS, Linux, Windows, macOS","Application Log Content
Firewall Rule Modification
Host Status
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Access",7,"AWS:CloudTrail
AWS:CloudWatch
AWS:VPCFlowLogs
NSM:Flow
WinEventLog:Application
WinEventLog:Sysmon
Windows:perfmon
auditd:SYSCALL
linux:syslog
macos:unifiedlog",10,,0
T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,True,T1499,Endpoint Denial of Service,Impact,"IaaS, Linux, Windows, macOS","Application Log Content
Cloud Service Metadata
Host Status
Network Traffic Content
Process Creation",5,"AWS:CloudMetrics
AWS:CloudTrail
AWS:CloudWatch
NSM:Flow
WinEventLog:Application
WinEventLog:Sysmon
Windows:perfmon
auditd:SYSCALL
linux:syslog
macos:osquery
macos:unifiedlog",11,,0
T1499.004,Endpoint Denial of Service: Application or System Exploitation,True,T1499,Endpoint Denial of Service,Impact,"IaaS, Linux, Windows, macOS","Application Log Content
Instance Stop
Network Traffic Content
Process Creation
Process Termination
Service Creation",6,"AWS:CloudTrail
AWS:CloudWatch
AWS:VPCFlowLogs
NSM:Flow
WinEventLog:Application
WinEventLog:Sysmon
WinEventLog:System
auditd:SYSCALL
journald:Application
macos:unifiedlog",10,,0
T1505,Server Software Component,False,,,Persistence,"ESXi, Linux, Network Devices, Windows, macOS","Application Log Content
Command Execution
Network Traffic Content
Network Traffic Flow
Process Creation
Scheduled Job Creation",6,"NSM:Flow
WinEventLog:Application
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:hostd
esxi:vmkernel
linux:syslog
macos:unifiedlog",9,,0
T1505.001,Server Software Component: SQL Stored Procedures,True,T1505,Server Software Component,Persistence,"Linux, Windows","Module Load
Process Creation
Script Execution",3,"ApplicationLogs:SQL
WinEventLog:Application
WinEventLog:Sysmon
auditd:SYSCALL",4,,0
T1505.002,Server Software Component: Transport Agent,True,T1505,Server Software Component,Persistence,"Linux, Windows","Application Log Content
Command Execution
File Creation
File Modification
Module Load
Process Creation",6,"WinEventLog:Application
WinEventLog:PowerShell
WinEventLog:Sysmon
auditd:EXECVE
auditd:SYSCALL
linux:Sysmon
linux:syslog",7,,0
T1505.003,Server Software Component: Web Shell,True,T1505,Server Software Component,Persistence,"Linux, Network Devices, Windows, macOS","File Creation
File Modification
Logon Session Creation
Network Traffic Content
Process Creation",5,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",5,"APT28, APT29, APT32, APT38, APT39, APT5, Agrius, BackdoorDiplomacy, BlackByte, CURIUM, Deep Panda, Dragonfly, Ember Bear, FIN13, Fox Kitten, GALLIUM, HAFNIUM, Kimsuky, Leviathan, Magic Hound, Medusa Group, Moses Staff, Mustang Panda, OilRig, Sandworm Team, Sea Turtle, Threat Group-3390, Tonto Team, Tropic Trooper, Volatile Cedar, Volt Typhoon",31
T1505.004,Server Software Component: IIS Components,True,T1505,Server Software Component,Persistence,Windows,"Application Log Content
File Creation
File Modification
Module Load
Process Creation
Service Modification",6,"WinEventLog:Microsoft-IIS-Configuration
WinEventLog:Security
WinEventLog:Sysmon
WinEventLog:System",4,,0
T1505.005,Server Software Component: Terminal Services DLL,True,T1505,Server Software Component,Persistence,Windows,"File Creation
Module Load
Process Creation
Windows Registry Key Modification",4,"WinEventLog:Security
WinEventLog:Sysmon",2,,0
T1505.006,Server Software Component: vSphere Installation Bundles,True,T1505,Server Software Component,Persistence,ESXi,"Application Log Content
Command Execution
File Modification",3,"esxi:esxupdate
esxi:shell
linux:fim",3,UNC3886,1
T1518,Software Discovery,False,,,Discovery,"ESXi, IaaS, Linux, Windows, macOS","Application Log Content
Cloud Service Enumeration
Command Execution
Process Creation",4,"AWS:CloudTrail
WinEventLog:PowerShell
WinEventLog:Security
auditd:SYSCALL
esxi:hostd
esxi:shell
linux:shell
macos:unifiedlog",8,"BRONZE BUTLER, HEXANE, Inception, MuddyWater, Mustang Panda, SideCopy, Sidewinder, Tropic Trooper, Volt Typhoon, Windigo, Windshift",11
T1518.001,Software Discovery: Security Software Discovery,True,T1518,Software Discovery,Discovery,"IaaS, Linux, Windows, macOS","Command Execution
Module Load
Process Creation",3,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",4,"APT38, APT42, Aquatic Panda, BlackByte, Cobalt Group, Darkhotel, FIN8, Gamaredon Group, Kimsuky, Malteiro, Medusa Group, MuddyWater, Naikon, Patchwork, Play, Rocke, SideCopy, Sidewinder, Storm-0501, TA2541, TeamTNT, The White Company, ToddyCat, Tropic Trooper, Turla, Windshift, Wizard Spider",27
T1518.002,Software Discovery: Backup Software Discovery,True,T1518,Software Discovery,Discovery,"Linux, Windows, macOS","File Access
File Creation
Process Creation
Windows Registry Key Modification",4,"WinEventLog:Security
WinEventLog:Sysmon
auditd:PATH
auditd:SYSCALL
macos:unifiedlog",5,Wizard Spider,1
T1525,Implant Internal Image,False,,,Persistence,"Containers, IaaS","Image Creation
Image Modification
Instance Start",3,"AWS:CloudTrail
docker:daemon
docker:registry",3,,0
T1526,Cloud Service Discovery,False,,,Discovery,"IaaS, Identity Provider, Office Suite, SaaS","Cloud Service Enumeration
Logon Session Creation
User Account Metadata",3,"AWS:CloudTrail
azure:audit
azure:signinlogs
m365:signinlogs
m365:unified
saas:adminapi
saas:auth",7,Storm-0501,1
